trait,gene,gene_name,zscore,effect_size,pvalue,FDR_all,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model,filename,tissue,Phenotype Description
IRF,ENSG00000087088,BAX,0.6042770754488214,0.47633488450772554,0.545659444992998,0.9532300716722741,2.3451027727866e-4,0.01078124960208481,0.0206004304091926,0.03070899230914845,2,14,14,Esophagus_Mucosa_IRF,Esophagus Mucosa,Immature reticulocyte fraction
MCHC,ENSG00000129465,RIPK3,0.6044867498440495,0.01040340907605103,0.5455200759045542,0.9532300716722741,0.05803952012163767,0.06328781666443624,4.546040508874488e-6,1.929657153216017e-5,11,19,19,Stomach_MCHC,Stomach,Mean corpuscular haemoglobin concentration
NEUTRE,ENSG00000120868,APAF1,0.6046107454715863,0.03582226001539004,0.5454376651985273,0.9532300716722741,0.00483490176362783,0.1939343376192295,6.151166044441006e-26,5.919153341752799e-25,7,12,12,Skin_Not_Sun_Exposed_Suprapubic_NEUTRE,Skin Not Sun Exposed Suprapubic,Neutrophil count
NEUTRE,ENSG00000137275,RIPK1,0.6042656898498536,0.2039954976722378,0.5456670134256884,0.9532300716722741,1.6247128689309e-4,0.12402634469130402,5.864452825866495e-16,3.1702867921533073e-15,1,9,9,Esophagus_Mucosa_NEUTRE,Esophagus Mucosa,Neutrophil count
BASORE,ENSG00000104081,BMF,0.5996807813644409,0.3043493457409909,0.5487189988774336,0.9533127843170961,7.340386430960574e-5,0.01482544653228822,0.0289227038292525,0.04978939512723279,1,4,4,Testis_BASORE,Testis,Basophil percentage
BASORE,ENSG00000129465,RIPK3,-0.5965726660827544,-0.02094224793985537,0.5507927251564413,0.9533127843170961,0.0181623338559904,0.03819342979578902,0.02021126431805957,0.06962021856794867,2,2,2,Vagina_BASORE,Vagina,Basophil percentage
BASORE,ENSG00000103313,MEFV,0.5967007396028302,0.0747136060330229,0.5507071987270429,0.9533127843170961,0.001598080070514,0.02050437174075031,0.00919265856625294,0.01748632602729373,2,14,14,Esophagus_Gastroesophageal_Junction_BASORE,Esophagus Gastroesophageal Junction,Basophil percentage
BASORE,ENSG00000129465,RIPK3,-0.5993459564778472,-0.02701709351209574,0.5489422077928153,0.9533127843170961,0.0110152830878122,0.06560637855804483,0.00379234488122662,0.01552630610196313,2,2,2,Brain_Spinal_cord_cervical_c-1_BASORE,Brain Spinal cord cervical c-1,Basophil percentage
BASORE,ENSG00000003402,CFLAR,-0.596836023423363,-0.02200200022452965,0.5506168644172078,0.9533127843170961,0.01641070252659335,0.02979528865679474,3.2139770043832564e-5,6.369496372086936e-5,3,4,4,Thyroid_BASORE,Thyroid,Basophil percentage
BASORE,ENSG00000129465,RIPK3,-0.6039980891434515,-0.02161171237633014,0.5458449125982516,0.9533127843170961,0.01748453237527876,0.05432022978514714,6.0619506459829e-4,0.0021364934107418,2,2,2,Artery_Coronary_BASORE,Artery Coronary,Basophil percentage
EOSIRE,ENSG00000104518,GSDMD,0.6018767940507705,0.03470658839455538,0.5472561523063788,0.9533127843170961,0.0083562299324648,0.08432038630116892,0.00172407034419645,0.00945202706311331,4,6,6,Brain_Substantia_nigra_EOSIRE,Brain Substantia nigra,Eosinophil percentage
EOSIRE,ENSG00000104518,GSDMD,0.5974211133409981,0.03008975772158284,0.5502262609420533,0.9533127843170961,0.01116770436066694,0.2416401942682679,4.925477081103814e-12,7.048364459543894e-11,4,10,10,Brain_Frontal_Cortex_BA9_EOSIRE,Brain Frontal Cortex BA9,Eosinophil percentage
EOSIRE,ENSG00000176171,BNIP3,0.5974035263061525,0.02218567337151541,0.5502379999802003,0.9533127843170961,0.02032291864837142,0.16047656182632355,3.4831469216628405e-13,2.770625950379509e-12,1,3,3,Pancreas_EOSIRE,Pancreas,Eosinophil percentage
IRF,ENSG00000105928,GSDME,0.5976944790306912,0.02993372654973387,0.5500438099852667,0.9533127843170961,0.06173343276344598,0.31638696820131496,1.2245588019428985e-13,3.4392323801107268e-12,4,6,6,Brain_Anterior_cingulate_cortex_BA24_IRF,Brain Anterior cingulate cortex BA24,Immature reticulocyte fraction
IRF,ENSG00000003400,CASP10,0.6020879254333006,0.06295687562338573,0.5471156115017279,0.9533127843170961,0.01325065487677438,0.04454370719889015,0.00160296393476589,0.0052060589980038,2,4,4,Prostate_IRF,Prostate,Immature reticulocyte fraction
IRF,ENSG00000176720,BOK,0.5983262971057339,0.02579655522631972,0.5496222332046317,0.9533127843170961,0.08325735765044234,0.356961517820893,2.4991649246503872e-46,5.733814686715008e-45,12,31,31,Esophagus_Muscularis_IRF,Esophagus Muscularis,Immature reticulocyte fraction
LYMPRE,ENSG00000103313,MEFV,0.599988960064749,0.06150642218293587,0.548513593080595,0.9533127843170961,0.00153207981642658,0.01447955865847894,0.00545221107936225,0.00827892312657534,3,13,13,Nerve_Tibial_LYMPRE,Nerve Tibial,Lymphocyte count
LYMPRE,ENSG00000064012,CASP8,0.6028812868791995,0.01476831373082018,0.5465876656664739,0.9533127843170961,0.03232242556789284,0.07603292159007108,9.961914622560664e-5,3.9316707833738e-4,11,19,19,Brain_Caudate_basal_ganglia_LYMPRE,Brain Caudate basal ganglia,Lymphocyte count
LYMPRE,ENSG00000003402,CFLAR,0.6015685391270805,0.04648800841387791,0.5474613760212249,0.9533127843170961,0.00487286923423889,0.01329924116314295,0.03626211020931955,0.06147210185032525,4,5,5,Esophagus_Gastroesophageal_Junction_LYMPRE,Esophagus Gastroesophageal Junction,Lymphocyte count
MCH,ENSG00000168404,MLKL,0.5979788899421691,0.01672057456033787,0.5498540188160363,0.9533127843170961,0.01459700178570241,0.02689873939152073,0.00407890700554436,0.00910549162522754,1,1,1,Pancreas_MCH,Pancreas,Mean corpuscular haemoglobin
MCH,ENSG00000104081,BMF,0.6031798006125764,0.04827511973418777,0.5463890837551761,0.9533127843170961,0.00138895080631668,0.01016798913753378,0.00900477035467955,0.0149939612401592,4,13,13,Whole_Blood_MCH,Whole Blood,Mean corpuscular haemoglobin
MCH,ENSG00000100290,BIK,0.5967052529290348,0.01795189571041395,0.5507041848846301,0.9533127843170961,0.01525658184503625,0.06481752276453731,6.738285659348e-4,0.00247556950161362,2,3,3,Brain_Frontal_Cortex_BA9_MCH,Brain Frontal Cortex BA9,Mean corpuscular haemoglobin
MCH,ENSG00000137752,CASP1,-0.6017823815345763,-0.02797155119073246,0.5473190043136436,0.9533127843170961,0.00535002787465475,0.0500548150866081,1.4755247408671716e-5,4.6437385915598065e-5,1,1,1,Colon_Transverse_MCH,Colon Transverse,Mean corpuscular haemoglobin
MCH,ENSG00000168404,MLKL,0.5979788899421692,0.00888357713942685,0.5498540188160361,0.9533127843170961,0.0517118766782369,0.04922923660998199,0.00111468925421286,0.00365742346360665,1,1,1,Artery_Coronary_MCH,Artery Coronary,Mean corpuscular haemoglobin
MCH,ENSG00000168404,MLKL,0.5979788899421692,0.02298551600950196,0.5498540188160361,0.9533127843170961,0.00772427165534546,0.02973564487181474,0.02249265300210155,0.05602085618190843,1,1,1,Brain_Frontal_Cortex_BA9_MCH,Brain Frontal Cortex BA9,Mean corpuscular haemoglobin
MCH,ENSG00000168404,MLKL,0.5979788899421692,0.01872199199836346,0.5498540188160361,0.9533127843170961,0.011642920825051,0.0643057983975229,0.00101442444149145,0.00436328525299896,1,1,1,Brain_Hippocampus_MCH,Brain Hippocampus,Mean corpuscular haemoglobin
MCH,ENSG00000168404,MLKL,0.5979788899421692,0.01130344152982153,0.5498540188160361,0.9533127843170961,0.03194071770368299,0.111638050220994,1.089295822096e-4,8.6018804478352e-4,1,3,3,Uterus_MCH,Uterus,Mean corpuscular haemoglobin
MCH,ENSG00000168404,MLKL,0.5979788899421692,0.01387122634558475,0.5498540188160361,0.9533127843170961,0.02120978850035654,0.1064201290235112,5.522610934097994e-5,3.6352282278712e-4,1,1,1,Cells_EBV-transformed_lymphocytes_MCH,Cells EBV-transformed lymphocytes,Mean corpuscular haemoglobin
MCH,ENSG00000168404,MLKL,0.5979788899421692,0.08862597698995704,0.5498540188160361,0.9533127843170961,5.1956989982128e-4,0.07071605345306747,0.02296844131938685,0.1149967275861084,1,1,1,Kidney_Cortex_MCH,Kidney Cortex,Mean corpuscular haemoglobin
MCH,ENSG00000064012,CASP8,0.6023409495629058,0.00680295123096373,0.5469472080852622,0.9533127843170961,0.09590243138095024,0.47021668489923274,8.725366164145691e-73,6.35438146056202e-71,3,6,6,Lung_MCH,Lung,Mean corpuscular haemoglobin
MCH,ENSG00000168404,MLKL,0.5979788899421693,0.01522696086675569,0.5498540188160361,0.9533127843170961,0.01760109113092394,0.04484231955666786,0.0108361954628348,0.03523225618101339,1,1,1,Minor_Salivary_Gland_MCH,Minor Salivary Gland,Mean corpuscular haemoglobin
MCH,ENSG00000168404,MLKL,0.5979788899421692,0.01038314458970668,0.5498540188160361,0.9533127843170961,0.03785369261249888,0.2176583663982996,8.673547004586317e-11,1.4948131409427792e-9,1,2,2,Small_Intestine_Terminal_Ileum_MCH,Small Intestine Terminal Ileum,Mean corpuscular haemoglobin
MCH,ENSG00000141682,PMAIP1,0.5990645569042927,0.03194740425661688,0.5491298357037835,0.9533127843170961,0.00447144683109392,0.05841525668640222,4.488896834334999e-9,1.226991946679358e-8,5,9,9,Thyroid_MCH,Thyroid,Mean corpuscular haemoglobin
MCH,ENSG00000168404,MLKL,0.5979788899421692,0.01436915602006162,0.5498540188160361,0.9533127843170961,0.01976530562063844,0.0938803805546736,2.1972920481736e-4,0.00166644323382192,1,1,1,Vagina_MCH,Vagina,Mean corpuscular haemoglobin
MCV,ENSG00000106144,CASP2,0.5969912192228854,0.00977949694469358,0.5505132430813185,0.9533127843170961,0.05700491299731817,0.06484177893379693,8.9734151869433e-4,0.00378083297065807,15,29,29,Ovary_MCV,Ovary,Mean corpuscular volume
MCV,ENSG00000003400,CASP10,-0.5972485554600756,-0.02152679728432202,0.5503414456408082,0.9533127843170961,0.01150621420981355,0.01994717441646156,0.00636126638759393,0.01201258645890494,8,8,8,Heart_Atrial_Appendage_MCV,Heart Atrial Appendage,Mean corpuscular volume
MCV,ENSG00000103313,MEFV,-0.5969072801231429,-0.01013259767717802,0.5505692864581212,0.9533127843170961,0.02049950587511377,0.03105525573533011,0.03658933004611656,0.11217360973798358,8,25,25,Vagina_MCV,Vagina,Mean corpuscular volume
MCV,ENSG00000164305,CASP3,0.5987509824507623,0.06268329391861761,0.549338954022416,0.9533127843170961,0.00103525656061694,0.03730853637080034,1.3153580874117e-4,2.9951877676629e-4,4,12,12,Artery_Aorta_MCV,Artery Aorta,Mean corpuscular volume
MONORE,ENSG00000106144,CASP2,-0.5980857350376121,-0.00872342527165501,0.5497827280077519,0.9533127843170961,0.05700491299731817,0.06484177893379693,8.9734151869433e-4,0.00378083297065807,15,29,29,Ovary_MONORE,Ovary,Monocyte count
MONORE,ENSG00000196954,CASP4,0.5968270616600998,0.02203400823126,0.5506228483122613,0.9533127843170961,0.01866477517523849,0.09350139478503149,2.6181207531396748e-8,1.2291753563345144e-7,4,6,6,Colon_Sigmoid_MONORE,Colon Sigmoid,Monocyte count
MONORE,ENSG00000196954,CASP4,0.6025488903797496,0.0089272717942544,0.5468088296508646,0.9533127843170961,0.07344706780272267,0.18523594205681876,3.076498810211193e-9,4.1027792200560536e-8,7,9,9,Small_Intestine_Terminal_Ileum_MONORE,Small Intestine Terminal Ileum,Monocyte count
MONORE,ENSG00000165806,CASP7,0.6021444171538725,0.00413563419462488,0.547078010496145,0.9533127843170961,0.3949145935461677,0.5633126386293557,1.3983231179990696e-88,1.1306877369427412e-86,30,37,37,Cells_Cultured_fibroblasts_MONORE,Cells Cultured fibroblasts,Monocyte count
MONORE,ENSG00000105928,GSDME,0.602507771918837,0.00541761784356514,0.5468361913896729,0.9533127843170961,0.2532467815124112,0.33206480694048907,5.562531211108067e-16,2.1640746425237845e-14,6,10,10,Brain_Hippocampus_MONORE,Brain Hippocampus,Monocyte count
MONORE,ENSG00000176720,BOK,-0.5978739857673645,-0.16458064833785457,0.5499240190053882,0.9533127843170961,2.1411501967345e-4,0.25083291281522085,1.6286866848124842e-10,3.5221393588996133e-9,1,5,5,Minor_Salivary_Gland_MONORE,Minor Salivary Gland,Monocyte count
MONORE,ENSG00000138794,CASP6,-0.5992129451052014,-0.07287910567582113,0.5490308914256876,0.9533127843170961,0.00116379476030372,0.01584300181171457,0.0121822548226891,0.02251611645663077,2,6,6,Breast_Mammary_Tissue_MONORE,Breast Mammary Tissue,Monocyte count
MONORE,ENSG00000168404,MLKL,-0.597624566379758,-0.01356582588585197,0.550090468564357,0.9533127843170961,0.03165879083965661,0.05430965316657539,2.2645803070596765e-5,8.552707386096451e-5,11,14,14,Stomach_MONORE,Stomach,Monocyte count
MPV,ENSG00000064012,CASP8,-0.600595622850593,-0.01517425342116317,0.5481093540696105,0.9533127843170961,0.02843374880488176,0.2698384333293405,8.07021873353911e-27,1.6342581674276689e-25,12,16,16,Colon_Transverse_MPV,Colon Transverse,Mean platelet (thrombocyte) volume
MPV,ENSG00000106144,CASP2,0.6038024000848145,0.00864321823527126,0.5459750235885341,0.9533127843170961,0.05700491299731817,0.06484177893379693,8.9734151869433e-4,0.00378083297065807,15,29,29,Ovary_MPV,Ovary,Mean platelet (thrombocyte) volume
MPV,ENSG00000110330,BIRC2,0.6023833155632019,0.3143736435182925,0.5469190133649151,0.9533127843170961,7.396648392279545e-5,0.147459401786498,1.0809428530716806e-22,7.07652293955531e-22,1,11,11,Skin_Sun_Exposed_Lower_leg_MPV,Skin Sun Exposed Lower leg,Mean platelet (thrombocyte) volume
MPV,ENSG00000129473,BCL2L2,-0.5970857582914328,-0.15218464996086584,0.550450125816571,0.9533127843170961,3.8448813557266e-4,0.04845210853092561,9.949388138780853e-8,2.458395616010689e-7,3,11,11,Thyroid_MPV,Thyroid,Mean platelet (thrombocyte) volume
MPV,ENSG00000106144,CASP2,-0.5965970137556973,-0.00860302732062093,0.5507764654802472,0.9533127843170961,0.09093248163886508,0.09950609151450449,0.00655918320064444,0.04478383339941973,9,13,13,Kidney_Cortex_MPV,Kidney Cortex,Mean platelet (thrombocyte) volume
NEUTRE,ENSG00000064012,CASP8,0.6034429622021686,0.00749309036722825,0.5462140489944964,0.9533127843170961,0.09990943421784731,0.0901615113255864,6.939722542745096e-5,4.0320281768603e-4,6,8,8,Brain_Hypothalamus_NEUTRE,Brain Hypothalamus,Neutrophil count
NEUTRE,ENSG00000176720,BOK,-0.5976348939882405,-0.02398971720162192,0.5500835759617909,0.9533127843170961,0.00982554377013777,0.05826996533366296,2.9065315499152605e-8,1.0122275051274505e-7,6,15,15,Lung_NEUTRE,Lung,Neutrophil count
NEUTRE,ENSG00000120868,APAF1,0.6023933382046959,0.03361554753382338,0.5469123433674343,0.9533127843170961,0.00540383468710999,0.10266055024235596,6.550880630300569e-16,2.9770650614200417e-15,8,14,14,Skin_Sun_Exposed_Lower_leg_NEUTRE,Skin Sun Exposed Lower leg,Neutrophil count
RDW,ENSG00000150782,IL18,-0.5995743710946925,-0.04516166014673852,0.5487899317607395,0.9533127843170961,0.00206823799716617,0.06431725756778844,9.833098139494578e-9,3.105931598106559e-8,4,17,17,Esophagus_Mucosa_RDW,Esophagus Mucosa,Red blood cell (erythrocyte) distribution width
RDW,ENSG00000151414,NEK7,-0.6025546193122864,-0.4814684758087955,0.5468050174618894,0.9533127843170961,1.8044129789504077e-5,0.0119630491327618,0.01283210819782975,0.0202525615615691,1,4,4,Skin_Not_Sun_Exposed_Suprapubic_RDW,Skin Not Sun Exposed Suprapubic,Red blood cell (erythrocyte) distribution width
RDW,ENSG00000171552,BCL2L1,-0.6024253964424133,-0.04393085871929204,0.5468910091059288,0.9533127843170961,0.00249449043733279,0.01820631643840263,0.03959274591063196,0.07794200595481797,1,3,3,Adrenal_Gland_RDW,Adrenal Gland,Red blood cell (erythrocyte) distribution width
RDW,ENSG00000176171,BNIP3,-0.5979829024689503,-0.07764889743706103,0.549851341434618,0.9533127843170961,7.9060098919203e-4,0.03857771011080237,4.2650709561056e-4,0.00110063925628646,5,13,13,Colon_Sigmoid_RDW,Colon Sigmoid,Red blood cell (erythrocyte) distribution width
RDW,ENSG00000003400,CASP10,-0.600613289940735,-0.03932461815874231,0.5480975841229936,0.9533127843170961,0.00560039493911651,0.0131304294741094,0.00568897186699123,0.00904037843019706,15,27,27,Adipose_Subcutaneous_RDW,Adipose Subcutaneous,Red blood cell (erythrocyte) distribution width
RDW,ENSG00000030110,BAK1,-0.6033929143034183,-0.00276180194324209,0.5462473348505976,0.9533127843170961,0.38654630646750177,0.609467128680757,3.1873677864091616e-125,5.799069234351211e-123,37,46,46,Skin_Sun_Exposed_Lower_leg_RDW,Skin Sun Exposed Lower leg,Red blood cell (erythrocyte) distribution width
RDW,ENSG00000002330,BAD,0.5985768383406329,0.01189320814859205,0.5494551051983347,0.9533127843170961,0.03054302072297887,0.01713317167682609,0.04594961833891739,0.08860667554119522,11,12,12,Adrenal_Gland_RDW,Adrenal Gland,Red blood cell (erythrocyte) distribution width
RDW,ENSG00000176720,BOK,0.6020151492112252,0.01706346279991937,0.5471640533901372,0.9533127843170961,0.01716337631970761,0.02815635529307113,0.02688541636380521,0.0678321769282153,2,7,7,Small_Intestine_Terminal_Ileum_RDW,Small Intestine Terminal Ileum,Red blood cell (erythrocyte) distribution width
RetiCt,ENSG00000015475,BID,-0.603451102893177,-0.04113108234126468,0.5462086348788386,0.9533127843170961,0.02363092609272189,0.116991529834805,7.267264125436706e-5,5.8557213759256e-4,3,6,6,Brain_Amygdala_RetiCt,Brain Amygdala,Reticulocyte count
RetiCt,ENSG00000165806,CASP7,0.5992809929995471,0.01068964966445618,0.5489855204786034,0.9533127843170961,0.428448750125686,0.4779684585907916,1.410216019367096e-57,1.2716443689894562e-55,34,52,52,Breast_Mammary_Tissue_RetiCt,Breast Mammary Tissue,Reticulocyte count
RetiCt,ENSG00000030110,BAK1,0.6005845595406756,0.0129953269270738,0.5481167245924041,0.9533127843170961,0.1995429167115143,0.17027120627980669,5.34753035289933e-10,3.218176881815075e-9,26,31,31,Brain_Cerebellum_RetiCt,Brain Cerebellum,Reticulocyte count
RetiCt,ENSG00000129465,RIPK3,0.6026957365323556,0.04022761819441034,0.546711118344443,0.9533127843170961,0.02964070512345278,0.0807562918678978,1.3745396991451978e-5,5.102591905669231e-5,14,18,18,Spleen_RetiCt,Spleen,Reticulocyte count
WBCfixed,ENSG00000196954,CASP4,0.6004978079945622,0.01183106474548609,0.5481745213126983,0.9533127843170961,0.03244406155083482,0.06969236851657797,5.662594051494e-4,0.00253417278358899,5,10,10,Ovary_WBC_fixed,Ovary,White blood cell (leukocyte) count
WBCfixed,ENSG00000104518,GSDMD,-0.5992902003792636,-0.01100250632101794,0.5489793815984519,0.9533127843170961,0.03916610013034879,0.5686177088688763,2.9108306227204287e-57,4.538529242482307e-55,12,23,23,Pancreas_WBC_fixed,Pancreas,White blood cell (leukocyte) count
WBCfixed,ENSG00000141682,PMAIP1,0.6000207953933833,0.02026705066653833,0.548492376513205,0.9533127843170961,0.00867852693919523,0.04518272728342429,0.00486358870144927,0.01578785854603957,7,19,19,Small_Intestine_Terminal_Ileum_WBC_fixed,Small Intestine Terminal Ileum,White blood cell (leukocyte) count
WBCfixed,ENSG00000030110,BAK1,-0.6013212215390983,-0.00436111903318412,0.5476260576299605,0.9533127843170961,0.2187156612513715,0.3466579083693123,3.935609871535961e-23,1.2550641049658938e-21,25,32,32,Adrenal_Gland_WBC_fixed,Adrenal Gland,White blood cell (leukocyte) count
BASORE,ENSG00000105928,GSDME,-0.5945647422078355,-0.00929490472344894,0.5521344537643029,0.9534392089269458,0.07409485911713898,0.14110505218414626,1.1236860776876802e-20,5.996361787880584e-20,30,49,49,Thyroid_BASORE,Thyroid,Basophil percentage
BASORE,ENSG00000064012,CASP8,-0.594583931912826,-0.01352244613447722,0.5521216232885013,0.9534392089269458,0.04136257664197861,0.4538047039886646,2.2197471804858303e-31,1.1035542142984695e-29,9,13,13,Spleen_BASORE,Spleen,Basophil percentage
IRF,ENSG00000105928,GSDME,-0.5958859064740063,-0.07108427724395805,0.5512514489492222,0.9534392089269458,0.01106397706398877,0.12470541578225602,2.1867857531991588e-10,1.3497964974204527e-9,2,5,5,Pancreas_IRF,Pancreas,Immature reticulocyte fraction
IRF,ENSG00000150782,IL18,-0.5941364692200507,-0.06860427079340792,0.5524208405043634,0.9534392089269458,0.0112455294807764,0.07866327358588347,3.1510526215943443e-14,1.446998642796772e-13,6,24,24,Muscle_Skeletal_IRF,Muscle Skeletal,Immature reticulocyte fraction
IRF,ENSG00000137275,RIPK1,-0.5946326222004951,-0.20959898532408253,0.5520890690126017,0.9534392089269458,0.00110205057604118,0.20578233736149343,1.3193786820471043e-27,1.3759422745974786e-26,7,27,27,Skin_Not_Sun_Exposed_Suprapubic_IRF,Skin Not Sun Exposed Suprapubic,Immature reticulocyte fraction
LYMPRE,ENSG00000106144,CASP2,-0.5946807129871068,-0.01047578890721358,0.5520569164876769,0.9534392089269458,0.05700491299731817,0.06484177893379693,8.9734151869433e-4,0.00378083297065807,15,29,29,Ovary_LYMPRE,Ovary,Lymphocyte count
LYMPRE,ENSG00000129465,RIPK3,0.5948210670007814,0.00831470366924726,0.5519630838977494,0.9534392089269458,0.08947823727487095,0.17198548362073288,1.6857630846348595e-21,1.0227809645538562e-20,11,15,15,Cells_Cultured_fibroblasts_LYMPRE,Cells Cultured fibroblasts,Lymphocyte count
LYMPRE,ENSG00000030110,BAK1,0.5952070200031014,0.00598087456558043,0.5517050983946596,0.9534392089269458,0.14364996015333184,0.2589975180570937,2.3593268910122516e-22,3.8465086389926525e-21,14,18,18,Colon_Sigmoid_LYMPRE,Colon Sigmoid,Lymphocyte count
MCHC,ENSG00000141682,PMAIP1,0.5951551545965197,0.14987952567176216,0.5517397637371388,0.9534392089269458,1.9946449263245e-4,0.03508496327860545,0.02310046798738247,0.06867105943857962,2,3,3,Brain_Anterior_cingulate_cortex_BA24_MCHC,Brain Anterior cingulate cortex BA24,Mean corpuscular haemoglobin concentration
MCHC,ENSG00000165806,CASP7,-0.593994745597408,-0.00349705812446377,0.5525156273381495,0.9534392089269458,0.37656846910106045,0.4247387156199063,1.4533816007587562e-57,5.0036694085413245e-56,33,39,39,Esophagus_Muscularis_MCHC,Esophagus Muscularis,Mean corpuscular haemoglobin concentration
MCV,ENSG00000120868,APAF1,0.594045348264124,0.02191296319589809,0.5524817826177741,0.9534392089269458,0.00637057793772769,0.32010329903542084,2.413307524010443e-46,3.6356853860304634e-45,12,18,18,Nerve_Tibial_MCV,Nerve Tibial,Mean corpuscular volume
MONORE,ENSG00000137757,CASP5,-0.5955850400702795,-0.01951077338619101,0.5514524730072641,0.9534392089269458,0.01864956386577784,0.02715772010924042,0.04840067501512422,0.121246077307104,8,10,10,Minor_Salivary_Gland_MONORE,Minor Salivary Gland,Monocyte count
MONORE,ENSG00000087088,BAX,-0.5941736102104187,-0.12252490287527378,0.5523960013860183,0.9534392089269458,3.6695942415035e-4,0.05560134127026407,6.432047222473858e-10,2.159842917920583e-9,1,5,5,Whole_Blood_MONORE,Whole Blood,Monocyte count
MPV,ENSG00000064012,CASP8,0.5942995880862865,0.01806546891652375,0.5523117540977298,0.9534392089269458,0.02876632853972333,0.1246786586831777,2.305669214940818e-12,1.459510998195547e-11,9,12,12,Heart_Atrial_Appendage_MPV,Heart Atrial Appendage,Mean platelet (thrombocyte) volume
NEUTRE,ENSG00000135116,HRK,-0.5950633628886132,-0.04028428336764831,0.5518011172910497,0.9534392089269458,0.00348569602302365,0.01661012535640559,0.00400244994656102,0.00667152712880083,5,13,13,Esophagus_Mucosa_NEUTRE,Esophagus Mucosa,Neutrophil count
NEUTRE,ENSG00000165806,CASP7,-0.5949154452077431,-0.00420803603027498,0.5518999924822642,0.9534392089269458,0.3377592755113565,0.21038787926971236,2.862657948058897e-12,2.1740250719140488e-11,31,36,36,Brain_Cerebellum_NEUTRE,Brain Cerebellum,Neutrophil count
RDW,ENSG00000135116,HRK,0.595541961835485,0.02992012605656377,0.5514812587028255,0.9534392089269458,0.00461053657721208,0.02290873990370165,2.7335642525637e-4,4.9384991267872e-4,4,4,4,Thyroid_RDW,Thyroid,Red blood cell (erythrocyte) distribution width
RDW,ENSG00000015475,BID,-0.5938261200421032,-0.02772684410055545,0.5526284169738933,0.9534392089269458,0.00581459388804016,0.08312768564027812,1.2118503627370876e-12,4.453914002086645e-12,3,14,14,Artery_Tibial_RDW,Artery Tibial,Red blood cell (erythrocyte) distribution width
RetiCt,ENSG00000164305,CASP3,-0.5939239263534547,-0.03210806790215646,0.5525629952754634,0.9534392089269458,0.04218499830275873,0.16623868056000052,1.1167608700271487e-24,8.741850642514047e-24,1,6,6,Adipose_Subcutaneous_RetiCt,Adipose Subcutaneous,Reticulocyte count
RetiCt,ENSG00000164305,CASP3,-0.5939239263534547,-0.1326636672410875,0.5525629952754634,0.9534392089269458,0.0024710548451243,0.02135187994754036,0.02571706083584065,0.0534458862446646,1,1,1,Adrenal_Gland_RetiCt,Adrenal Gland,Reticulocyte count
RetiCt,ENSG00000164305,CASP3,-0.5939239263534546,-0.4613797151248422,0.5525629952754634,0.9534392089269458,2.0430048064581e-4,0.01332967300229364,0.03604790903338972,0.06116013898281793,1,1,1,Esophagus_Gastroesophageal_Junction_RetiCt,Esophagus Gastroesophageal Junction,Reticulocyte count
RetiCt,ENSG00000003402,CFLAR,-0.5947583552342595,-0.08343938687848582,0.552005008396043,0.9534392089269458,0.00487286923423889,0.01329924116314295,0.03626211020931955,0.06147210185032525,4,5,5,Esophagus_Gastroesophageal_Junction_RetiCt,Esophagus Gastroesophageal Junction,Reticulocyte count
WBCfixed,ENSG00000137757,CASP5,-0.5941084577754476,-0.02224923667859229,0.5524395743358372,0.9534392089269458,0.00974726188777664,0.02204765140456087,1.1448066607124e-4,2.4397029233948e-4,3,7,7,Whole_Blood_WBC_fixed,Whole Blood,White blood cell (leukocyte) count
EOSIRE,ENSG00000064012,CASP8,0.5931543577033767,0.01248836014944424,0.5530778549762996,0.9537080119401441,0.03848128603550875,0.0997663337995229,2.056952250069558e-10,8.813560700073391e-10,12,15,15,Artery_Aorta_EOSIRE,Artery Aorta,Eosinophil percentage
IRF,ENSG00000064012,CASP8,-0.5931349334289567,-0.02974981781039274,0.5530908533195193,0.9537080119401441,0.0558081156925598,0.07921148364968528,0.01585904998562029,0.08701402514240945,5,9,9,Kidney_Cortex_IRF,Kidney Cortex,Immature reticulocyte fraction
IRF,ENSG00000165806,CASP7,0.593303495033135,0.01371992976705496,0.5529780601915525,0.9537080119401441,0.27475441521643273,0.3800146192301917,1.0835864621813655e-21,3.881209691813255e-20,13,13,13,Brain_Caudate_basal_ganglia_IRF,Brain Caudate basal ganglia,Immature reticulocyte fraction
MONORE,ENSG00000064012,CASP8,-0.5934029715561608,-0.01628679266311006,0.5529115006915706,0.9537080119401441,0.03055600243276652,0.05588563534680854,3.9289945742652e-4,0.00150196746749946,11,14,14,Prostate_MONORE,Prostate,Monocyte count
MCV,ENSG00000104081,BMF,0.5927165385254909,0.04640277987639933,0.5533708713260393,0.9539768375543268,0.00138895080631668,0.01016798913753378,0.00900477035467955,0.0149939612401592,4,13,13,Whole_Blood_MCV,Whole Blood,Mean corpuscular volume
RDW,ENSG00000103313,MEFV,0.5926728487377442,0.01409489652088303,0.55340011547541,0.9539768375543268,0.01936607743555412,0.10969613608330026,1.108454308869979e-9,4.9748679778156976e-9,8,34,34,Testis_RDW,Testis,Red blood cell (erythrocyte) distribution width
